,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,cap hit
372,8481122,2022,Simon Benoit,ANA,D,5on5,58,54395.0,1108.0,-8.13,0.34,0.42,0.41,0.44,0.4,0.43,232.0,55.31,2.13,3.17,14.15,1.82,33.05,25.7,2.11,2.13,2.11,0.0,3.0,56.0,24.0,37.0,117.0,6.0,3.0,6.0,0.0,15.0,2.0,23.0,32.0,53.0,77.0,18.0,40.0,0.0,149.0,4.0,26.0,75.0,4.0,1.0,1.55,0.37,0.21,3.0,0.0,0.0,114.77,80.0,78.98,21.0,0.62,1.41,0.09,2.67,2.67,2.65,1108.0,64.0,132.0,178.0,734.0,165.0,167.0,144.0,632.0,0.0,0.0,117283.0,40.0,18.0,6.0,70.0,399.48,28.83,28.13,28.37,27.68,390.0,156.0,184.0,730.0,25.0,25.0,3.0,432.0,99.0,15.0,11.73,12.51,4.59,13.0,10.0,2.0,710.36,546.0,533.85,5.08,5.25,5.25,28.65,28.14,27.77,588.01,55.88,53.54,57.05,54.65,606.0,212.0,238.0,1056.0,51.0,66.0,6.0,588.0,165.0,65.0,18.29,20.55,17.04,19.0,16.0,16.0,1094.87,818.0,842.92,8.55,13.43,13.69,50.74,51.65,50.39,77.23,105.52,1650.0,2117.0,3.5,0.08,74.0,5.0,64.0,5.0,"750,000"
382,8479345,2022,Jakob Chychrun,OTT,D,5on5,37,41372.0,806.0,29.88,0.49,0.44,0.5,0.42,0.5,0.42,65.0,78.0,3.37,4.38,20.27,2.53,46.84,35.6,3.34,3.32,3.28,5.0,10.0,75.0,38.0,42.0,155.0,17.0,2.0,7.0,0.0,26.0,0.0,36.0,42.0,73.0,111.0,8.0,16.0,0.0,39.0,13.0,27.0,108.0,5.0,0.0,2.85,0.53,0.0,2.0,0.0,0.0,152.29,113.0,111.37,17.0,0.87,1.21,0.03,4.22,4.16,4.11,806.0,107.0,100.0,131.0,468.0,83.0,128.0,125.0,470.0,0.0,0.0,66894.0,16.0,6.0,3.0,52.0,346.29,30.67,29.62,30.53,29.49,338.0,143.0,148.0,629.0,37.0,26.0,5.0,358.0,94.0,29.0,11.43,11.27,7.96,16.0,13.0,8.0,618.36,481.0,475.65,4.88,5.28,5.28,30.26,30.1,29.54,348.43,31.89,30.82,32.31,31.23,348.0,136.0,144.0,628.0,26.0,32.0,5.0,349.0,109.0,26.0,11.26,13.65,6.98,8.0,11.0,7.0,641.38,484.0,492.4,4.96,5.98,5.98,30.87,31.25,30.8,40.79,52.87,820.0,1131.0,3.01,0.19,50.0,4.0,41.0,2.0,"4,600,000"
392,8480727,2022,Zach Whitecloud,VGK,D,5on5,40,35909.0,762.0,6.13,0.48,0.57,0.45,0.5,0.45,0.52,198.0,40.33,2.67,2.57,10.68,1.29,24.22,16.57,2.65,2.7,2.68,4.0,2.0,41.0,17.0,36.0,94.0,8.0,2.0,3.0,0.0,14.0,3.0,16.0,20.0,39.0,56.0,9.0,21.0,0.0,58.0,17.0,15.0,49.0,6.0,3.0,1.14,0.72,0.81,1.0,1.0,0.0,96.15,58.0,59.18,11.0,0.52,0.44,0.81,2.38,2.42,2.4,762.0,51.0,101.0,103.0,507.0,113.0,131.0,83.0,435.0,0.0,0.0,85493.0,21.0,11.0,4.0,51.0,262.59,23.71,23.29,24.24,23.81,265.0,96.0,140.0,501.0,26.0,14.0,1.0,257.0,80.0,24.0,7.45,9.98,6.28,9.0,12.0,5.0,512.61,361.0,369.24,3.71,3.03,3.03,24.32,24.87,24.57,311.51,25.68,24.8,25.22,24.37,305.0,128.0,171.0,604.0,22.0,28.0,5.0,337.0,73.0,23.0,10.22,8.82,6.63,8.0,8.0,6.0,588.75,433.0,423.36,4.25,5.87,5.87,24.06,23.63,23.31,70.65,52.63,1407.0,1402.0,2.73,0.01,41.0,1.0,34.0,1.0,"2,750,000"
417,8478399,2022,Jonas Siegenthaler,NJD,D,5on5,59,61666.0,1291.0,31.1,0.55,0.54,0.54,0.54,0.54,0.54,170.0,67.01,1.93,3.34,19.36,2.31,39.78,29.29,1.89,1.92,1.88,6.0,8.0,54.0,42.0,40.0,136.0,16.0,2.0,6.0,0.0,15.0,0.0,41.0,32.0,52.0,94.0,18.0,36.0,0.0,67.0,15.0,22.0,96.0,0.0,0.0,1.93,0.0,0.0,2.0,0.0,0.0,136.39,96.0,96.42,19.0,0.66,0.36,0.15,2.44,2.44,2.39,1291.0,147.0,139.0,193.0,812.0,179.0,206.0,163.0,743.0,0.0,0.0,113549.0,36.0,16.0,8.0,80.0,605.64,48.4,46.64,48.79,47.06,595.0,233.0,274.0,1102.0,65.0,51.0,5.0,638.0,148.0,42.0,18.27,18.49,11.64,27.0,28.0,10.0,1118.48,828.0,840.69,7.6,9.4,8.8,47.2,47.61,46.78,492.39,39.25,38.34,39.26,38.34,475.0,217.0,264.0,956.0,41.0,51.0,4.0,535.0,125.0,32.0,15.48,15.17,8.6,20.0,14.0,7.0,949.18,692.0,690.2,6.4,8.77,8.82,36.83,36.69,36.4,92.25,77.57,1920.0,1646.0,5.03,0.49,109.0,12.0,83.0,9.0,"1,125,000"
427,8477220,2022,Nate Schmidt,WPG,D,5on5,52,48975.0,1037.0,21.17,0.54,0.5,0.52,0.51,0.51,0.51,197.0,62.7,2.68,3.64,16.98,2.05,37.56,28.1,2.62,2.65,2.59,2.0,3.0,57.0,34.0,63.0,154.0,7.0,2.0,10.0,0.0,12.0,5.0,30.0,32.0,55.0,89.0,4.0,8.0,0.0,31.0,13.0,33.0,89.0,1.0,1.0,2.37,0.09,0.22,1.0,1.0,0.0,152.07,91.0,90.25,26.0,0.72,1.98,0.0,3.39,3.37,3.29,1037.0,121.0,93.0,136.0,687.0,151.0,128.0,98.0,660.0,0.0,0.0,102412.0,8.0,8.0,4.0,52.0,402.35,38.9,37.16,38.84,37.09,388.0,175.0,216.0,779.0,24.0,46.0,3.0,405.0,113.0,45.0,12.84,13.86,12.19,9.0,9.0,6.0,777.86,563.0,562.94,5.72,9.36,9.36,35.25,35.29,34.45,394.75,33.26,32.06,33.6,32.4,395.0,156.0,161.0,712.0,17.0,38.0,2.0,404.0,118.0,29.0,11.75,14.35,7.16,7.0,6.0,4.0,716.37,551.0,554.89,5.43,7.24,7.24,31.45,31.7,31.12,76.64,76.75,1635.0,1558.0,4.22,0.39,92.0,6.0,67.0,5.0,"5,950,000"
442,8477335,2022,Kyle Burroughs,VAN,D,5on5,27,23964.0,533.0,2.77,0.47,0.49,0.48,0.48,0.5,0.47,117.0,20.39,0.53,1.1,5.61,0.65,12.88,9.22,0.52,0.53,0.53,0.0,0.0,27.0,3.0,19.0,49.0,2.0,2.0,0.0,0.0,7.0,0.0,9.0,12.0,25.0,28.0,11.0,37.0,0.0,86.0,4.0,6.0,30.0,0.0,0.0,0.53,0.0,0.0,2.0,0.0,0.0,48.07,30.0,29.73,4.0,0.22,0.0,0.0,0.74,0.75,0.74,533.0,38.0,39.0,74.0,382.0,70.0,78.0,71.0,314.0,0.0,0.0,54599.0,37.0,37.0,11.0,38.0,187.85,15.12,14.59,15.3,14.75,198.0,65.0,82.0,345.0,9.0,15.0,0.0,203.0,50.0,10.0,6.07,6.36,2.69,5.0,4.0,0.0,347.52,263.0,264.91,2.6,2.4,2.4,15.31,15.51,15.32,189.09,17.17,16.73,17.3,16.86,191.0,74.0,109.0,374.0,20.0,18.0,2.0,195.0,52.0,18.0,5.95,6.53,4.69,6.0,11.0,3.0,378.6,265.0,268.23,2.61,2.75,2.75,17.02,17.16,16.91,36.75,38.64,768.0,838.0,1.96,0.02,28.0,1.0,24.0,1.0,"750,000"
447,8479325,2022,Charlie McAvoy,BOS,D,5on5,48,48392.0,1050.0,41.18,0.54,0.53,0.51,0.49,0.52,0.51,142.0,54.46,2.63,3.15,14.35,1.7,30.77,23.4,2.52,2.66,2.56,10.0,8.0,58.0,18.0,40.0,116.0,20.0,2.0,4.0,0.0,19.0,2.0,17.0,32.0,56.0,74.0,11.0,24.0,0.0,48.0,15.0,24.0,71.0,3.0,2.0,1.68,0.41,0.54,2.0,0.0,0.0,118.31,76.0,77.4,13.0,0.64,1.05,0.77,2.5,2.52,2.43,1050.0,167.0,133.0,155.0,595.0,96.0,173.0,126.0,655.0,0.0,0.0,90102.0,24.0,12.0,6.0,80.0,439.92,42.47,40.94,42.95,41.41,437.0,156.0,190.0,783.0,43.0,49.0,8.0,413.0,139.0,41.0,12.88,17.96,11.64,18.0,18.0,7.0,804.1,593.0,605.29,6.53,10.2,10.14,38.87,39.38,38.68,397.11,36.19,34.25,35.68,33.79,385.0,157.0,198.0,740.0,24.0,46.0,3.0,390.0,112.0,40.0,10.89,13.93,11.37,13.0,6.0,5.0,723.25,542.0,532.56,5.49,9.35,9.35,32.34,31.99,31.11,68.75,60.19,1346.0,1383.0,4.93,0.13,72.0,9.0,60.0,7.0,"9,500,000"
467,8476931,2022,Jake McCabe,TOR,D,5on5,57,58531.0,1192.0,18.78,0.47,0.38,0.47,0.41,0.47,0.41,169.0,63.66,2.99,3.35,16.95,2.02,36.55,29.15,2.89,2.95,2.85,7.0,7.0,66.0,25.0,33.0,124.0,16.0,2.0,4.0,0.0,23.0,3.0,22.0,37.0,64.0,89.0,10.0,27.0,0.0,112.0,25.0,21.0,83.0,5.0,3.0,1.75,0.57,0.67,2.0,0.0,0.0,120.06,91.0,88.64,14.0,0.68,1.1,0.31,3.36,3.3,3.23,1192.0,126.0,155.0,226.0,685.0,124.0,165.0,149.0,754.0,0.0,0.0,113075.0,27.0,27.0,11.0,91.0,455.51,39.44,38.34,38.76,37.65,451.0,172.0,206.0,829.0,41.0,33.0,9.0,463.0,115.0,45.0,12.86,13.9,12.69,16.0,12.0,13.0,805.87,623.0,608.97,6.18,7.56,7.38,38.25,37.46,36.91,507.28,44.54,43.09,45.61,44.14,512.0,186.0,245.0,943.0,39.0,51.0,6.0,512.0,141.0,45.0,14.43,17.75,12.36,21.0,12.0,6.0,973.35,698.0,716.45,7.15,10.31,10.3,41.39,42.41,41.73,62.13,99.87,1393.0,1978.0,4.47,0.12,94.0,4.0,76.0,3.0,"2,000,000"
482,8479578,2022,Casey Fitzgerald,FLA,D,5on5,25,16027.0,386.0,3.07,0.43,0.51,0.49,0.54,0.48,0.53,134.0,14.59,0.76,0.99,3.38,0.42,8.99,6.46,0.73,0.79,0.75,2.0,1.0,11.0,10.0,18.0,39.0,3.0,0.0,1.0,0.0,2.0,0.0,6.0,12.0,11.0,21.0,2.0,4.0,0.0,30.0,2.0,1.0,18.0,3.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,39.84,21.0,21.51,1.0,0.2,0.26,0.0,0.96,0.99,0.95,386.0,38.0,33.0,60.0,255.0,78.0,56.0,48.0,204.0,0.0,0.0,56696.0,4.0,8.0,4.0,8.0,130.08,10.6,10.32,10.71,10.44,121.0,58.0,55.0,234.0,11.0,6.0,1.0,142.0,30.0,7.0,4.87,3.62,2.11,6.0,3.0,2.0,239.3,179.0,182.25,1.75,1.53,1.53,10.81,10.97,10.82,140.77,14.05,13.36,13.9,13.23,154.0,38.0,51.0,243.0,14.0,22.0,3.0,128.0,49.0,15.0,3.91,6.01,4.13,5.0,9.0,0.0,239.93,192.0,190.28,1.99,3.98,3.91,12.13,12.09,11.9,44.3,42.67,938.0,805.0,1.39,0.0,29.0,2.0,20.0,1.0,"750,000"
492,8479976,2022,Juuso Valimaki,ARI,D,5on5,57,48815.0,1051.0,17.7,0.5,0.41,0.49,0.43,0.49,0.42,217.0,50.67,2.9,2.94,12.91,1.64,27.78,21.84,2.76,2.86,2.72,2.0,6.0,53.0,17.0,32.0,102.0,10.0,2.0,2.0,0.0,12.0,0.0,27.0,27.0,51.0,68.0,15.0,33.0,0.0,33.0,12.0,32.0,60.0,9.0,1.0,1.51,1.13,0.25,1.0,1.0,0.0,100.01,70.0,69.1,25.0,0.59,0.44,0.64,2.85,2.8,2.75,1051.0,87.0,153.0,199.0,612.0,128.0,177.0,141.0,605.0,0.0,0.0,115791.0,33.0,12.0,6.0,48.0,377.98,35.24,33.97,35.26,33.98,375.0,145.0,157.0,677.0,36.0,28.0,2.0,365.0,125.0,30.0,11.29,15.13,8.82,19.0,12.0,5.0,673.05,520.0,519.29,5.25,7.08,7.25,33.24,33.19,32.63,389.51,34.65,33.36,35.14,33.81,384.0,148.0,166.0,698.0,40.0,29.0,10.0,382.0,116.0,34.0,11.83,14.14,8.68,14.0,15.0,11.0,712.02,532.0,539.13,5.44,5.78,5.78,34.31,34.69,33.99,68.74,97.04,1509.0,1979.0,3.24,0.66,58.0,5.0,47.0,4.0,"1,550,000"
512,8476467,2022,Jamie Oleksiak,SEA,D,5on5,54,52028.0,1139.0,22.9,0.5,0.51,0.52,0.52,0.53,0.52,200.0,51.52,2.55,3.17,13.61,1.8,31.27,22.61,2.5,2.56,2.52,5.0,3.0,48.0,27.0,39.0,114.0,14.0,6.0,3.0,1.0,9.0,1.0,23.0,33.0,42.0,69.0,14.0,43.0,0.0,85.0,22.0,26.0,67.0,7.0,1.0,1.55,0.76,0.23,5.0,1.0,0.0,115.58,75.0,76.18,19.0,0.63,0.9,0.16,3.02,3.03,2.98,1139.0,79.0,147.0,176.0,737.0,181.0,102.0,146.0,710.0,0.0,0.0,109601.0,43.0,24.0,6.0,64.0,440.59,35.65,34.75,36.09,35.18,433.0,180.0,220.0,833.0,39.0,36.0,7.0,462.0,131.0,20.0,13.34,16.35,5.95,14.0,21.0,4.0,842.67,613.0,621.48,5.87,6.27,6.25,35.27,35.73,35.2,394.62,36.04,35.0,36.05,35.02,364.0,185.0,213.0,762.0,36.0,31.0,5.0,390.0,130.0,29.0,11.88,16.22,7.93,7.0,21.0,8.0,756.0,549.0,546.83,5.8,5.79,5.79,36.04,36.08,35.46,79.51,75.18,1722.0,1562.0,3.75,0.07,88.0,4.0,68.0,4.0,"4,600,000"
537,8480336,2022,Sean Walker,LAK,D,5on5,56,44931.0,874.0,16.68,0.51,0.52,0.51,0.52,0.54,0.53,284.0,72.4,3.41,4.05,20.79,2.35,43.1,30.31,3.33,3.43,3.35,4.0,2.0,77.0,27.0,42.0,146.0,9.0,3.0,8.0,0.0,23.0,3.0,37.0,30.0,74.0,101.0,15.0,30.0,0.0,52.0,9.0,23.0,95.0,8.0,1.0,2.28,0.9,0.23,3.0,0.0,0.0,146.26,104.0,104.56,21.0,0.81,1.38,0.19,4.03,4.06,3.97,874.0,95.0,90.0,128.0,561.0,126.0,160.0,110.0,478.0,0.0,0.0,118033.0,30.0,14.0,6.0,63.0,413.8,33.95,32.43,34.32,32.77,396.0,181.0,188.0,765.0,31.0,38.0,8.0,438.0,106.0,33.0,11.96,12.58,9.41,12.0,10.0,9.0,768.51,577.0,580.42,5.52,8.49,8.49,30.98,31.22,30.47,366.66,32.89,31.74,32.93,31.78,345.0,155.0,224.0,724.0,37.0,30.0,5.0,362.0,109.0,29.0,11.07,13.59,8.23,19.0,12.0,6.0,727.18,500.0,501.86,5.11,6.33,6.33,31.67,31.84,31.2,86.31,80.17,1814.0,1705.0,1.95,0.14,54.0,3.0,40.0,3.0,"2,650,000"
547,8475279,2022,Ben Chiarot,DET,D,5on5,61,62253.0,1290.0,3.22,0.43,0.48,0.42,0.48,0.43,0.48,171.0,77.62,3.23,4.33,22.54,2.59,46.65,33.66,3.13,3.21,3.11,6.0,6.0,80.0,33.0,51.0,164.0,15.0,3.0,4.0,0.0,25.0,0.0,36.0,45.0,77.0,110.0,17.0,37.0,0.0,109.0,5.0,13.0,107.0,4.0,2.0,2.22,0.4,0.61,3.0,0.0,0.0,161.12,113.0,112.24,11.0,0.87,0.69,0.7,3.4,3.4,3.36,1290.0,115.0,153.0,212.0,810.0,174.0,176.0,185.0,755.0,0.0,0.0,115742.0,37.0,11.0,4.0,98.0,434.78,35.43,33.5,35.34,33.43,452.0,157.0,208.0,817.0,36.0,40.0,5.0,479.0,90.0,40.0,13.54,10.68,11.2,20.0,10.0,6.0,805.13,609.0,603.94,5.82,9.37,9.37,31.88,31.77,31.14,579.84,46.66,45.0,46.61,44.97,567.0,251.0,327.0,1145.0,57.0,56.0,10.0,632.0,148.0,38.0,18.84,17.47,10.34,30.0,20.0,7.0,1147.86,818.0,819.61,7.94,9.71,9.83,44.77,44.62,43.74,70.26,76.11,1581.0,1720.0,4.02,1.47,83.0,14.0,61.0,13.0,"4,750,000"
562,8479378,2022,Logan Stanley,WPG,D,5on5,13,9435.0,207.0,-0.15,0.5,0.48,0.46,0.5,0.45,0.5,76.0,9.54,0.25,0.47,2.83,0.31,5.69,4.46,0.24,0.25,0.25,0.0,1.0,8.0,6.0,9.0,23.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,8.0,14.0,5.0,13.0,0.0,32.0,0.0,7.0,14.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,23.13,14.0,14.04,6.0,0.09,0.0,0.01,0.33,0.33,0.32,207.0,22.0,20.0,27.0,138.0,19.0,33.0,21.0,134.0,0.0,0.0,28956.0,13.0,7.0,2.0,13.0,72.52,7.33,6.97,7.43,7.07,69.0,31.0,32.0,132.0,5.0,9.0,2.0,70.0,20.0,10.0,2.4,2.43,2.49,1.0,3.0,1.0,134.51,100.0,101.41,1.03,1.61,1.61,6.74,6.87,6.69,89.96,7.43,7.07,7.57,7.21,101.0,22.0,30.0,153.0,8.0,12.0,0.0,90.0,26.0,7.0,2.47,3.04,1.91,5.0,2.0,1.0,152.57,123.0,122.72,1.24,1.94,1.94,6.73,6.8,6.64,21.09,22.45,484.0,478.0,0.86,0.2,23.0,1.0,14.0,1.0,"900,000"
587,8476892,2022,Colton Parayko,STL,D,5on5,58,69647.0,1499.0,14.52,0.45,0.44,0.46,0.46,0.46,0.47,95.0,86.74,3.41,5.29,22.54,2.83,54.37,39.55,3.3,3.4,3.3,3.0,9.0,91.0,37.0,50.0,178.0,16.0,4.0,4.0,0.0,24.0,2.0,47.0,47.0,87.0,124.0,11.0,22.0,0.0,79.0,35.0,37.0,124.0,2.0,2.0,2.61,0.31,0.49,4.0,0.0,0.0,175.6,128.0,126.1,35.0,1.05,1.15,0.44,4.02,4.0,3.96,1499.0,93.0,196.0,287.0,923.0,199.0,163.0,170.0,967.0,0.0,0.0,104775.0,22.0,10.0,5.0,90.0,495.06,42.47,41.22,42.28,41.05,473.0,211.0,226.0,910.0,37.0,37.0,5.0,506.0,138.0,40.0,15.0,16.91,10.55,20.0,8.0,9.0,899.71,684.0,678.41,6.85,8.19,8.55,40.77,40.74,40.22,585.16,51.68,49.54,52.28,50.12,584.0,223.0,263.0,1070.0,56.0,57.0,12.0,595.0,170.0,42.0,18.67,20.69,12.32,21.0,23.0,12.0,1082.66,807.0,813.32,8.26,11.21,11.21,48.73,49.17,48.18,68.17,85.35,1464.0,1723.0,5.41,0.51,117.0,12.0,94.0,10.0,"6,500,000"
632,8480887,2022,Jordan Harris,MTL,D,5on5,57,57350.0,1062.0,13.85,0.48,0.42,0.48,0.45,0.46,0.45,155.0,52.91,2.72,2.99,13.81,1.74,31.41,23.33,2.66,2.67,2.61,5.0,6.0,57.0,19.0,48.0,124.0,14.0,3.0,4.0,0.0,16.0,1.0,23.0,29.0,54.0,73.0,11.0,22.0,0.0,37.0,14.0,25.0,67.0,9.0,0.0,1.68,1.04,0.0,2.0,1.0,0.0,121.65,76.0,75.16,20.0,0.6,1.54,0.36,2.97,2.92,2.86,1062.0,74.0,107.0,157.0,724.0,176.0,157.0,142.0,587.0,0.0,0.0,107265.0,22.0,12.0,6.0,70.0,423.85,42.11,40.47,41.58,39.95,423.0,154.0,246.0,823.0,40.0,42.0,9.0,404.0,123.0,50.0,12.3,15.16,14.65,12.0,18.0,10.0,808.1,577.0,569.42,5.96,11.33,11.49,36.58,36.02,35.5,481.52,46.07,44.34,46.97,45.2,495.0,169.0,235.0,899.0,43.0,48.0,8.0,474.0,141.0,49.0,14.76,17.97,13.33,12.0,21.0,10.0,919.37,664.0,675.62,6.83,10.5,10.5,42.39,43.15,42.37,67.75,94.66,1505.0,1855.0,3.88,0.8,67.0,13.0,57.0,11.0,"842,500"
642,8480058,2022,Pierre-Olivier Joseph,PIT,D,5on5,57,46378.0,1054.0,24.18,0.53,0.52,0.53,0.51,0.51,0.51,272.0,58.68,2.32,3.22,16.54,1.91,34.14,25.94,2.28,2.33,2.3,6.0,5.0,66.0,19.0,51.0,136.0,14.0,3.0,6.0,0.0,19.0,2.0,26.0,29.0,63.0,82.0,15.0,32.0,0.0,66.0,25.0,24.0,80.0,5.0,0.0,1.68,0.63,0.0,3.0,0.0,0.0,136.53,85.0,84.76,20.0,0.65,2.08,0.21,2.69,2.7,2.67,1054.0,108.0,83.0,117.0,746.0,156.0,164.0,97.0,637.0,0.0,0.0,118783.0,32.0,20.0,10.0,25.0,424.17,40.69,38.77,41.15,39.23,441.0,141.0,204.0,786.0,43.0,46.0,7.0,412.0,119.0,51.0,11.4,14.85,14.43,18.0,16.0,9.0,798.99,582.0,589.08,6.01,10.82,10.82,35.81,36.21,35.62,398.69,36.78,34.92,36.69,34.86,411.0,138.0,153.0,702.0,28.0,42.0,2.0,395.0,118.0,36.0,11.69,14.84,10.25,10.0,13.0,5.0,698.79,549.0,546.8,5.78,8.91,8.91,33.65,33.65,33.08,98.43,89.35,2025.0,1932.0,3.95,0.27,78.0,10.0,57.0,7.0,"825,000"
657,8475233,2022,David Savard,MTL,D,5on5,48,51476.0,920.0,5.5,0.43,0.46,0.42,0.49,0.44,0.48,110.0,38.66,1.98,2.37,9.58,1.26,22.8,17.03,1.93,1.98,1.94,3.0,7.0,42.0,13.0,29.0,84.0,13.0,3.0,3.0,0.0,10.0,0.0,24.0,15.0,39.0,52.0,7.0,14.0,0.0,29.0,7.0,33.0,45.0,9.0,1.0,0.85,0.89,0.24,1.0,1.0,1.0,83.18,55.0,54.37,31.0,0.47,0.56,0.11,2.34,2.34,2.29,920.0,72.0,116.0,183.0,549.0,135.0,77.0,134.0,574.0,0.0,0.0,88109.0,14.0,10.0,5.0,94.0,374.8,34.22,32.8,34.04,32.63,367.0,143.0,175.0,685.0,27.0,35.0,8.0,375.0,102.0,33.0,11.43,12.68,10.11,8.0,12.0,7.0,677.44,510.0,505.83,5.21,7.6,8.12,31.3,31.21,30.69,479.76,45.14,42.91,45.75,43.51,468.0,187.0,275.0,930.0,41.0,51.0,7.0,475.0,126.0,54.0,15.37,15.31,14.47,13.0,16.0,12.0,947.98,655.0,665.94,6.9,11.18,11.18,40.86,41.41,40.57,61.38,71.16,1317.0,1393.0,4.71,0.32,87.0,5.0,68.0,5.0,"3,500,000"
